0####-####step	0,0,0	0,0,0	None
0####-####connect####a####wired####printer####on####mac	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####update####you####mac####update####you####mac####.####before####you####connect####a####printer####to####you####mac####,####you####will####need####to####make####sure####that####all####of####the####most####recent####driver####and####patch####be####install####on####you####computer####.####[####1####]####-####x####-####research####source	0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####set####you####printer####near####you####computer####.####set####you####printer####near####you####computer####.####make####sure####that####it####be####close####enough####that####the####cable####can####reach####you####computer####without####tension####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####turn####on####you####printer####.####turn####on####you####printer####.####press####you####printer####'s####power####button####;####it####will####likely####have####a####icon####on####or####next####to####it####.####-####you####printer####must####be####plug####into####a####power####source####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####plug####the####printer####into####you####computer####use####a####usb####cable####.####plug####the####printer####into####you####computer####use####a####usb####cable####.####the####usb####cable####should####plug####into####a####usb####port####on####you####computer####'s####housing####.####-####if####you####mac####do####not####have####a####traditional####usb####port####,####you####will####need####to####buy####a####usb####-####c####-####to####-####usb####adapter####for####you####mac.####-####you####computer####must####be####turn####on####and####log####in####when####you####do####this####.	0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####click####install####and####follow####the####onscreen####prompt####.####click####install####and####follow####the####onscreen####prompt####.####as####long####as####you####printer####be####compatible####with####you####mac####,####it####will####most####likely####install####on####you####computer####right####away####;####however####,####you####may####need####to####click####download####&####install####button####on####a####pop####-up####window####to####complete####the####installation####.####once####this####process####be####complete####,####you####printer####be####ready####to####use####on####you####mac.	0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####connect####a####wired####printer####on####mac	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####update####you####mac####update####you####mac####.####before####you####connect####a####printer####to####you####mac####,####you####will####need####to####make####sure####that####all####of####the####most####recent####driver####and####patch####be####install####on####you####computer####.####[####1####]####-####x####-####research####source	0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####set####you####printer####near####you####computer####.####set####you####printer####near####you####computer####.####make####sure####that####it####be####close####enough####that####the####cable####can####reach####you####computer####without####tension####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####turn####on####you####printer####.####turn####on####you####printer####.####press####you####printer####'s####power####button####;####it####will####likely####have####a####icon####on####or####next####to####it####.####-####you####printer####must####be####plug####into####a####power####source####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####plug####the####printer####into####you####computer####use####a####usb####cable####.####plug####the####printer####into####you####computer####use####a####usb####cable####.####the####usb####cable####should####plug####into####a####usb####port####on####you####computer####'s####housing####.####-####if####you####mac####do####not####have####a####traditional####usb####port####,####you####will####need####to####buy####a####usb####-####c####-####to####-####usb####adapter####for####you####mac.####-####you####computer####must####be####turn####on####and####log####in####when####you####do####this####.	0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####click####install####and####follow####the####onscreen####prompt####.####click####install####and####follow####the####onscreen####prompt####.####as####long####as####you####printer####be####compatible####with####you####mac####,####it####will####most####likely####install####on####you####computer####right####away####;####however####,####you####may####need####to####click####download####&####install####button####on####a####pop####-up####window####to####complete####the####installation####.####once####this####process####be####complete####,####you####printer####be####ready####to####use####on####you####mac.	0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####connect####a####wireless####printer####on####window	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####check####you####printer####'s####possible####network####connection####.####check####you####printer####'s####possible####network####connection####.####if####you####printer####connect####over####bluetooth####instead####of####wi####-####fi####,####the####process####for####prepare####you####printer####for####connection####will####vary####slightly####.####-####some####wi####-####fi####printer####must####be####connect####directly####to####a####wireless####router####via####ethernet####in####order####to####receive####a####internet####signal####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	True
2####-####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####you####printer####will####need####to####be####able####to####communicate####with####you####wireless####router####,####so####you####can####not####place####it####too####far####away####from####the####router####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####turn####on####you####printer####.####turn####on####you####printer####.####press####you####printer####'s####power####button####;####it####will####likely####have####a####icon####on####or####next####to####it####.####-####you####printer####must####be####plug####into####a####power####source####.####-####if####necessary####,####also####plug####the####printer####'s####ethernet####cable####into####the####router####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	None
4####-####check####the####manual####that####come####with####you####printer####for####specific####network####setup####instruction####.####check####the####manual####that####come####with####you####printer####for####specific####network####setup####instruction####.####if####you####do####not####have####you####manual####,####you####can####find####it####on####the####manufacturer####'s####support####site####.####-####some####printer####need####to####be####connect####directly####to####you####window####or####mac####computer####before####they####can####be####use####wirelessly####,####while####other####allow####you####to####complete####the####wireless####setup####process####entirely####on####the####printer####itself####.####-####if####you####printer####support####wireless####network####,####then####you####will####usually####need####to####use####the####menu####interface####on####the####printer####to####search####for####you####wireless####network####.####once####you####connect####,####you####will####need####to####enter####in####you####wireless####password####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####prepare####the####printer####for####connection####.####prepare####the####printer####for####connection####.####to####do####so####:####-####-####wi####-####fi####-####use####you####printer####'s####screen####to####find####the####wi####-####fi####setup####page####,####then####enter####you####network####'s####password####.####this####must####be####the####same####network####to####which####you####computer####be####connect####.####-####bluetooth####-####press####the####"####pair####"####button####,####which####will####usually####have####the####crooked####bluetooth####"####b####"####icon####on####or####next####to####it####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
6####-####open####start####.####open####start####.####click####the####window####logo####in####the####bottom####-####leave####corner####of####the####screen####.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####click####setting####.####click####setting####.####it####be####in####the####lower####-####leave####corner####of####the####start####window####.	0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####click####device####.####click####device####.####this####option####be####near####the####top####of####the####settings####window####.	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####click####either####printer####&####scanner####or####bluetooth####&####other####device####.####click####either####printer####&####scanner####or####bluetooth####&####other####device####.####these####tabs####be####on####the####left####side####of####the####window####.####if####you####be####connect####a####wi####-####fi####printer####,####you####will####click####printer####&####scanner####.####for####a####bluetooth####printer####,####click####bluetooth####&####other####device####.	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
10####-####click####add####a####printer####or####scanner####or####add####bluetooth####or####other####device####.####click####add####a####printer####or####scanner####or####add####bluetooth####or####other####device####.####these####be####at####the####top####of####the####page####,####and####depend####on####whether####you####be####connect####a####wi####-####fi####printer####or####a####bluetooth####printer####.####-####when####connect####a####wi####-####fi####printer####,####you####may####see####the####printer####'s####name####already####list####on####the####page####.####if####so####,####you####printer####be####connect####.####-####you####may####first####have####to####click####the####bluetooth####switch####to####enable####bluetooth####on####you####computer####.	0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
11####-####connect####you####printer####to####you####pc####.####connect####you####printer####to####you####pc####.####click####you####printer####'s####name####in####the####add####window####;####if####you####be####connect####a####bluetooth####printer####,####you####will####also####need####to####click####connect####after####select####you####printer####.####do####so####will####connect####the####printer####to####you####window####computer####.####-####you####may####have####to####press####the####printer####'s####"####pair####"####button####again####if####connect####to####bluetooth####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####connect####a####wireless####printer####on####window	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####check####you####printer####'s####possible####network####connection####.####check####you####printer####'s####possible####network####connection####.####if####you####printer####connect####over####bluetooth####instead####of####wi####-####fi####,####the####process####for####prepare####you####printer####for####connection####will####vary####slightly####.####-####some####wi####-####fi####printer####must####be####connect####directly####to####a####wireless####router####via####ethernet####in####order####to####receive####a####internet####signal####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####you####printer####will####need####to####be####able####to####communicate####with####you####wireless####router####,####so####you####can####not####place####it####too####far####away####from####the####router####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####turn####on####you####printer####.####turn####on####you####printer####.####press####you####printer####'s####power####button####;####it####will####likely####have####a####icon####on####or####next####to####it####.####-####you####printer####must####be####plug####into####a####power####source####.####-####if####necessary####,####also####plug####the####printer####'s####ethernet####cable####into####the####router####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####check####the####manual####that####come####with####you####printer####for####specific####network####setup####instruction####.####check####the####manual####that####come####with####you####printer####for####specific####network####setup####instruction####.####if####you####do####not####have####you####manual####,####you####can####find####it####on####the####manufacturer####'s####support####site####.####-####some####printer####need####to####be####connect####directly####to####you####window####or####mac####computer####before####they####can####be####use####wirelessly####,####while####other####allow####you####to####complete####the####wireless####setup####process####entirely####on####the####printer####itself####.####-####if####you####printer####support####wireless####network####,####then####you####will####usually####need####to####use####the####menu####interface####on####the####printer####to####search####for####you####wireless####network####.####once####you####connect####,####you####will####need####to####enter####in####you####wireless####password####.	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####prepare####the####printer####for####connection####.####prepare####the####printer####for####connection####.####to####do####so####:####-####-####wi####-####fi####-####use####you####printer####'s####screen####to####find####the####wi####-####fi####setup####page####,####then####enter####you####network####'s####password####.####this####must####be####the####same####network####to####which####you####computer####be####connect####.####-####bluetooth####-####press####the####"####pair####"####button####,####which####will####usually####have####the####crooked####bluetooth####"####b####"####icon####on####or####next####to####it####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	None
6####-####open####start####.####open####start####.####click####the####window####logo####in####the####bottom####-####leave####corner####of####the####screen####.	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
7####-####click####setting####.####click####setting####.####it####be####in####the####lower####-####leave####corner####of####the####start####window####.	0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
8####-####click####device####.####click####device####.####this####option####be####near####the####top####of####the####settings####window####.	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
9####-####click####either####printer####&####scanner####or####bluetooth####&####other####device####.####click####either####printer####&####scanner####or####bluetooth####&####other####device####.####these####tabs####be####on####the####left####side####of####the####window####.####if####you####be####connect####a####wi####-####fi####printer####,####you####will####click####printer####&####scanner####.####for####a####bluetooth####printer####,####click####bluetooth####&####other####device####.	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	None
10####-####click####add####a####printer####or####scanner####or####add####bluetooth####or####other####device####.####click####add####a####printer####or####scanner####or####add####bluetooth####or####other####device####.####these####be####at####the####top####of####the####page####,####and####depend####on####whether####you####be####connect####a####wi####-####fi####printer####or####a####bluetooth####printer####.####-####when####connect####a####wi####-####fi####printer####,####you####may####see####the####printer####'s####name####already####list####on####the####page####.####if####so####,####you####printer####be####connect####.####-####you####may####first####have####to####click####the####bluetooth####switch####to####enable####bluetooth####on####you####computer####.	0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	None
11####-####connect####you####printer####to####you####pc####.####connect####you####printer####to####you####pc####.####click####you####printer####'s####name####in####the####add####window####;####if####you####be####connect####a####bluetooth####printer####,####you####will####also####need####to####click####connect####after####select####you####printer####.####do####so####will####connect####the####printer####to####you####window####computer####.####-####you####may####have####to####press####the####printer####'s####"####pair####"####button####again####if####connect####to####bluetooth####.	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	None
0####-####connect####a####wireless####printer####on####window	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####check####you####printer####'s####possible####network####connection####.####check####you####printer####'s####possible####network####connection####.####if####you####printer####connect####over####bluetooth####instead####of####wi####-####fi####,####the####process####for####prepare####you####printer####for####connection####will####vary####slightly####.####-####some####wi####-####fi####printer####must####be####connect####directly####to####a####wireless####router####via####ethernet####in####order####to####receive####a####internet####signal####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####set####you####computer####in####a####location####that####can####get####you####wireless####signal####.####you####printer####will####need####to####be####able####to####communicate####with####you####wireless####router####,####so####you####can####not####place####it####too####far####away####from####the####router####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####turn####on####you####printer####.####turn####on####you####printer####.####press####you####printer####'s####power####button####;####it####will####likely####have####a####icon####on####or####next####to####it####.####-####you####printer####must####be####plug####into####a####power####source####.####-####if####necessary####,####also####plug####the####printer####'s####ethernet####cable####into####the####router####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
