0####-####step	0,0,0	0,0,0	None
4####-####connect####to####the####share####printer####on####you####mac####laptop####.####connect####to####the####share####printer####on####you####mac####laptop####.####now####that####the####printer####have####be####share####,####you####can####connect####to####it####from####you####mac####laptop####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####select####the####"####print####&####scan####"####option####.####-####click####and####hold####the####"####+####"####button####and####select####you####newly####-####share####printer####.####-####click####the####download####&####install####button####if####it####appear####.####while####os####x####come####with####the####software####for####most####printer####already####install####,####you####printer####may####require####additional####software####from####apple####.####if####it####do####,####you####will####be####prompt####to####download####it####after####add####the####printer####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####print####to####the####share####printer####.####print####to####the####share####printer####.####once####you####have####install####the####share####printer####on####you####laptop####,####you####can####print####to####it####just####as####if####it####be####connect####directly####to####the####laptop####.####make####sure####that####the####computer####that####the####printer####be####connect####to####be####turn####on####.####-####open####the####print####dialog####in####any####program####and####select####the####share####printer####from####the####list####of####available####printer####.	0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####share####a####printer####between####mac####computers	0,0,1,0,0,0,0,0	0,0,0,0,0,0,1,0	None
1####-####install####the####printer####on####the####computer####that####will####be####share####it####.####install####the####printer####on####the####computer####that####will####be####share####it####.####since####the####computer####will####need####to####be####turn####on####in####order####to####access####the####printer####,####install####the####printer####on####a####computer####that####spend####a####lot####of####time####power####on####.####-####when####install####a####printer####on####a####mac####,####you####can####usually####just####plug####it####in####via####usb####and####os####x####will####install####everything####automatically####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####once####the####printer####have####be####install####,####you####will####need####to####enable####printer####share####so####that####you####laptop####can####connect####to####it####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####click####the####"####sharing####"####option####.####-####select####the####"####printer####sharing####"####option####to####enable####printer####share####.	0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####share####the####printer####.####share####the####printer####.####once####you####have####enable####printer####share####,####you####will####want####to####share####the####printer####from####the####same####window####.####check####the####box####next####to####the####install####printer####to####share####it####.	0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####connect####to####the####share####printer####on####you####mac####laptop####.####connect####to####the####share####printer####on####you####mac####laptop####.####now####that####the####printer####have####be####share####,####you####can####connect####to####it####from####you####mac####laptop####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####select####the####"####print####&####scan####"####option####.####-####click####and####hold####the####"####+####"####button####and####select####you####newly####-####share####printer####.####-####click####the####download####&####install####button####if####it####appear####.####while####os####x####come####with####the####software####for####most####printer####already####install####,####you####printer####may####require####additional####software####from####apple####.####if####it####do####,####you####will####be####prompt####to####download####it####after####add####the####printer####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####print####to####the####share####printer####.####print####to####the####share####printer####.####once####you####have####install####the####share####printer####on####you####laptop####,####you####can####print####to####it####just####as####if####it####be####connect####directly####to####the####laptop####.####make####sure####that####the####computer####that####the####printer####be####connect####to####be####turn####on####.####-####open####the####print####dialog####in####any####program####and####select####the####share####printer####from####the####list####of####available####printer####.	0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####share####a####printer####between####mac####computers	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####install####the####printer####on####the####computer####that####will####be####share####it####.####install####the####printer####on####the####computer####that####will####be####share####it####.####since####the####computer####will####need####to####be####turn####on####in####order####to####access####the####printer####,####install####the####printer####on####a####computer####that####spend####a####lot####of####time####power####on####.####-####when####install####a####printer####on####a####mac####,####you####can####usually####just####plug####it####in####via####usb####and####os####x####will####install####everything####automatically####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####once####the####printer####have####be####install####,####you####will####need####to####enable####printer####share####so####that####you####laptop####can####connect####to####it####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####click####the####"####sharing####"####option####.####-####select####the####"####printer####sharing####"####option####to####enable####printer####share####.	0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
3####-####share####the####printer####.####share####the####printer####.####once####you####have####enable####printer####share####,####you####will####want####to####share####the####printer####from####the####same####window####.####check####the####box####next####to####the####install####printer####to####share####it####.	0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####connect####to####the####share####printer####on####you####mac####laptop####.####connect####to####the####share####printer####on####you####mac####laptop####.####now####that####the####printer####have####be####share####,####you####can####connect####to####it####from####you####mac####laptop####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####select####the####"####print####&####scan####"####option####.####-####click####and####hold####the####"####+####"####button####and####select####you####newly####-####share####printer####.####-####click####the####download####&####install####button####if####it####appear####.####while####os####x####come####with####the####software####for####most####printer####already####install####,####you####printer####may####require####additional####software####from####apple####.####if####it####do####,####you####will####be####prompt####to####download####it####after####add####the####printer####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####print####to####the####share####printer####.####print####to####the####share####printer####.####once####you####have####install####the####share####printer####on####you####laptop####,####you####can####print####to####it####just####as####if####it####be####connect####directly####to####the####laptop####.####make####sure####that####the####computer####that####the####printer####be####connect####to####be####turn####on####.####-####open####the####print####dialog####in####any####program####and####select####the####share####printer####from####the####list####of####available####printer####.	0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####share####a####printer####between####mac####computers	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####install####the####printer####on####the####computer####that####will####be####share####it####.####install####the####printer####on####the####computer####that####will####be####share####it####.####since####the####computer####will####need####to####be####turn####on####in####order####to####access####the####printer####,####install####the####printer####on####a####computer####that####spend####a####lot####of####time####power####on####.####-####when####install####a####printer####on####a####mac####,####you####can####usually####just####plug####it####in####via####usb####and####os####x####will####install####everything####automatically####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####once####the####printer####have####be####install####,####you####will####need####to####enable####printer####share####so####that####you####laptop####can####connect####to####it####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####click####the####"####sharing####"####option####.####-####select####the####"####printer####sharing####"####option####to####enable####printer####share####.	0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####share####the####printer####.####share####the####printer####.####once####you####have####enable####printer####share####,####you####will####want####to####share####the####printer####from####the####same####window####.####check####the####box####next####to####the####install####printer####to####share####it####.	0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####connect####to####the####share####printer####on####you####mac####laptop####.####connect####to####the####share####printer####on####you####mac####laptop####.####now####that####the####printer####have####be####share####,####you####can####connect####to####it####from####you####mac####laptop####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####select####the####"####print####&####scan####"####option####.####-####click####and####hold####the####"####+####"####button####and####select####you####newly####-####share####printer####.####-####click####the####download####&####install####button####if####it####appear####.####while####os####x####come####with####the####software####for####most####printer####already####install####,####you####printer####may####require####additional####software####from####apple####.####if####it####do####,####you####will####be####prompt####to####download####it####after####add####the####printer####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
5####-####print####to####the####share####printer####.####print####to####the####share####printer####.####once####you####have####install####the####share####printer####on####you####laptop####,####you####can####print####to####it####just####as####if####it####be####connect####directly####to####the####laptop####.####make####sure####that####the####computer####that####the####printer####be####connect####to####be####turn####on####.####-####open####the####print####dialog####in####any####program####and####select####the####share####printer####from####the####list####of####available####printer####.	0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
0####-####share####a####printer####between####mac####computers	0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0	None
1####-####install####the####printer####on####the####computer####that####will####be####share####it####.####install####the####printer####on####the####computer####that####will####be####share####it####.####since####the####computer####will####need####to####be####turn####on####in####order####to####access####the####printer####,####install####the####printer####on####a####computer####that####spend####a####lot####of####time####power####on####.####-####when####install####a####printer####on####a####mac####,####you####can####usually####just####plug####it####in####via####usb####and####os####x####will####install####everything####automatically####.	0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
2####-####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####enable####printer####share####on####the####mac####that####the####printer####be####install####on####.####once####the####printer####have####be####install####,####you####will####need####to####enable####printer####share####so####that####you####laptop####can####connect####to####it####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####click####the####"####sharing####"####option####.####-####select####the####"####printer####sharing####"####option####to####enable####printer####share####.	0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
3####-####share####the####printer####.####share####the####printer####.####once####you####have####enable####printer####share####,####you####will####want####to####share####the####printer####from####the####same####window####.####check####the####box####next####to####the####install####printer####to####share####it####.	0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	None
4####-####connect####to####the####share####printer####on####you####mac####laptop####.####connect####to####the####share####printer####on####you####mac####laptop####.####now####that####the####printer####have####be####share####,####you####can####connect####to####it####from####you####mac####laptop####.####-####click####the####apple####menu####and####select####"####system####preference####"####.####-####select####the####"####print####&####scan####"####option####.####-####click####and####hold####the####"####+####"####button####and####select####you####newly####-####share####printer####.####-####click####the####download####&####install####button####if####it####appear####.####while####os####x####come####with####the####software####for####most####printer####already####install####,####you####printer####may####require####additional####software####from####apple####.####if####it####do####,####you####will####be####prompt####to####download####it####after####add####the####printer####.	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1	None
5####-####print####to####the####share####printer####.####print####to####the####share####printer####.####once####you####have####install####the####share####printer####on####you####laptop####,####you####can####print####to####it####just####as####if####it####be####connect####directly####to####the####laptop####.####make####sure####that####the####computer####that####the####printer####be####connect####to####be####turn####on####.####-####open####the####print####dialog####in####any####program####and####select####the####share####printer####from####the####list####of####available####printer####.	0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1	None
0####-####install####a####standalone####printer	0,0,1,0,0,0	0,0,0,0,0,1	None
1####-####connect####you####printer####to####you####network####.####connect####you####printer####to####you####network####.####the####process####for####this####vary####from####printer####to####printer####.####most####modern####printer####can####connect####to####you####network####via####wi####-####fi####.####some####printer####may####be####able####to####connect####via####ethernet####cable####,####though####this####require####that####they####be####close####enough####to####the####router####for####ethernet####to####be####viable####.####-####if####you####printer####be####wi####-####fi####capable####,####you####can####generally####connect####it####to####the####network####use####the####build####-####in####menu####display####.####refer####to####you####printer####'s####documentation####or####look####up####the####model####online####for####exact####instruction####.####-####make####sure####you####wi####-####fi####printer####be####close####enough####to####the####router####to####get####a####solid####signal####.####-####;	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	True
2####-####connect####to####the####printer####(####window####)####.####connect####to####the####printer####(####window####)####.####now####that####the####printer####be####on####the####network####,####you####can####use####the####window####"####add####a####printer####"####wizard####to####automatically####install####the####necessary####software####on####you####computer####to####use####it####.####if####you####be####use####os####x####,####skip####down####to####the####next####step####.####[####1####]####-####x####-####research####source####-####-####-####click####the####start####menu####and####select####control####panel####.####window####8####user####can####press####and####win####and####type####"####control####panel####"####.####-####select####"####device####and####printer####"####or####"####view####device####and####printer####"####.####-####click####add####a####printer####at####the####top####of####the####window####.####-####select####"####add####a####network####,####wireless####or####bluetooth####printer####"####.####-####select####you####network####printer####from####the####list####and####click####next.####-####install####the####necessary####driver####if####prompt####.####window####should####be####able####to####find####and####install####the####correct####driver####for####most####printer####.	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	None
